x,cf
3.24121572e-07,0.0278616194
1.34691686e-06,0.0278326608
3.14910153e-06,0.0280600265
5.8186065e-06,0.0282316543
9.45110696e-06,0.0283918362
1.41506271e-05,0.0285412055
2.00303039e-05,0.0286893845
2.721276e-05,0.0288374349
3.58310899e-05,0.0289867334
4.60293413e-05,0.0291374158
5.79639964e-05,0.0292900279
7.18032752e-05,0.029445596
8.77298007e-05,0.0296048615
0.000105940409,0.0297682863
0.000126647312,0.0299338754
0.000150078617,0.0300939754
0.000176479371,0.0302371271
0.00020611404,0.0303562805
0.000239265923,0.0304542501
0.000276236009,0.0305372458
0.000317351078,0.0306106508
0.000362954306,0.0306806993
0.000413415401,0.0307517312
0.000469128456,0.0308284257
0.000530506426,0.0309120715
0.000597992272,0.0309873205
0.000672056107,0.0310288724
0.000753189321,0.0310234446
0.000841910252,0.03097759
0.000938764249,0.0309074279
0.00104432483,0.0308276787
0.00115919311,0.0307474956
0.00128399394,0.0306636263
0.00141937786,0.0305530187
0.00156602089,0.0303897392
0.00172462303,0.0301735234
0.00189590838,0.0299266372
0.00208062329,0.0296707507
0.00227953563,0.0294112228
0.00249343412,0.0291293971
0.00272312714,0.0288001318
0.0029694417,0.0284241699
0.00323322206,0.0280260388
0.0035153199,0.0276244972
0.00381660578,0.0272131283
0.00413796725,0.0267707892
0.00448030792,0.0262935162
0.00484455004,0.0258006603
0.00523163425,0.0253082439
0.00564248534,0.0248093233
0.00607803417,0.0242897738
0.00653926237,0.0237553958
0.00702717761,0.0232231934
0.00754278665,0.0226944927
0.00808703434,0.0221588798
0.00866097771,0.0216186941
0.00926571991,0.0210858788
0.00990227982,0.0205573477
0.0105717229,0.0200339369
0.0112751601,0.0195179097
0.0120138349,0.0190074034
0.0127887176,0.0185118727
0.0136010973,0.0180243943
0.0144522013,0.017542826
0.0153432582,0.0170759875
0.0162755176,0.016621504
0.0172502697,0.0161789004
0.0182688572,0.015749909
0.0193326455,0.0153340269
0.0204430372,0.0149300611
0.0216014758,0.0145390136
0.0228094384,0.0141609618
0.0240684338,0.0137951216
0.0253799986,0.0134423571
0.0267457161,0.0131020909
0.0281672385,0.0127731357
0.0296462029,0.0124561107
0.0311843343,0.0121506322
0.032783363,0.0118559077
0.0344450846,0.0115719112
0.0361713134,0.0112982579
0.0379639119,0.0110344673
0.0398247875,0.010780233
0.0417558774,0.0105351228
0.0437591523,0.0102988333
0.0458366312,0.0100710196
0.0479903556,0.00985124428
0.0502224118,0.00963919237
0.0525349155,0.00943448395
0.0549300052,0.00923683029
0.0574098565,0.00904590171
0.0599766709,0.00886137225
0.062632665,0.00868296623
0.0653800964,0.00851035863
0.0682212189,0.00834328029
0.0711583123,0.00818146486
0.0741936639,0.00802465621
0.0773295835,0.00787260756
0.0805683583,0.00772508513
0.0839123055,0.00758186541
0.0873637125,0.00744273234
0.0909248739,0.00730748428
0.0945980549,0.00717592752
0.0983855128,0.00704787811
0.102289476,0.00692316284
0.106312126,0.00680161826
0.110455617,0.0066830893
0.114722066,0.00656742882
0.119113512,0.00645449758
0.123631962,0.00634416332
0.128279328,0.00623630546
0.13305746,0.00613080338
0.137968123,0.00602755276
0.143012986,0.00592645351
0.148193613,0.00582741387
0.153511465,0.00573034212
0.158967853,0.00563514931
0.164564013,0.00554175908
0.170301005,0.00545009691
0.176179737,0.00536010554
0.182200968,0.00527171511
0.18836531,0.00518486043
