x,cf
3.24121572e-07,7.74313303e-05
1.34691686e-06,0.000156734895
3.14910153e-06,0.000239063738
5.8186065e-06,0.00032451647
9.45110696e-06,0.000412863184
1.41506271e-05,0.000504165888
2.00303039e-05,0.000598523824
2.721276e-05,0.000696060772
3.58310899e-05,0.000796886161
4.60293413e-05,0.000901083287
5.79639964e-05,0.0010087064
7.18032752e-05,0.00111978326
8.77298007e-05,0.00123430463
0.000105940409,0.00135223079
0.000126647312,0.00147349725
0.000150078617,0.00159801985
0.000176479371,0.00172567612
0.00020611404,0.00185628794
0.000239265923,0.00198968174
0.000276236009,0.00212562759
0.000317351078,0.00226382981
0.000362954306,0.00240401016
0.000413415401,0.0025457677
0.000469128456,0.00268867891
0.000530506426,0.00283235498
0.000597992272,0.00297621824
0.000672056107,0.00311965356
0.000753189321,0.00326212938
0.000841910252,0.00340305176
0.000938764249,0.00354178832
0.00104432483,0.00367776514
0.00115919311,0.00381057942
0.00128399394,0.00394004444
0.00141937786,0.00406605192
0.00156602089,0.00418840814
0.00172462303,0.00430670427
0.00189590838,0.00442029396
0.00208062329,0.00452840421
0.00227953563,0.0046302597
0.00249343412,0.00472516939
0.00272312714,0.00481262803
0.0029694417,0.00489245029
0.00323322206,0.00496482151
0.0035153199,0.00503011094
0.00381660578,0.00508860685
0.00413796725,0.00514059095
0.00448030792,0.00518661365
0.00484455004,0.00522757787
0.00523163425,0.00526454719
0.00564248534,0.00529832765
0.00607803417,0.00532955676
0.00653926237,0.00535920309
0.00702717761,0.00538848061
0.00754278665,0.00541804964
0.00808703434,0.00544804754
0.00866097771,0.00547911087
0.00926571991,0.00551196514
0.00990227982,0.00554522593
0.0105717229,0.00558017846
0.0112751601,0.00561663695
0.0120138349,0.00565193873
0.0127887176,0.00568812527
0.0136010973,0.0057234359
0.0144522013,0.00575605035
0.0153432582,0.00578731019
0.0162755176,0.00581664918
0.0172502697,0.00584358303
0.0182688572,0.00586774852
0.0193326455,0.00588894961
0.0204430372,0.00590699399
0.0216014758,0.00592183741
0.0228094384,0.00593351526
0.0240684338,0.00594209507
0.0253799986,0.00594781246
0.0267457161,0.00595055008
0.0281672385,0.00595023902
0.0296462029,0.00594723923
0.0311843343,0.00594162801
0.032783363,0.00593343796
0.0344450846,0.00592286
0.0361713134,0.00591004547
0.0379639119,0.00589508517
0.0398247875,0.00587810762
0.0417558774,0.00585926278
0.0437591523,0.00583868194
0.0458366312,0.00581648946
0.0479903556,0.00579278497
0.0502224118,0.00576768676
0.0525349155,0.00574129401
