x,y
0.99733535898,-0.00037741764795
0.99732126503,-0.00037941054315
0.99730711447,-0.00038141140644
0.99729290709,-0.00038342026953
0.99727864265,-0.00038543716426
0.99726432092,-0.0003874621226
0.99724994168,-0.00038949517664
0.99723550468,-0.0003915363586
0.99722100971,-0.00039358570082
0.99720645653,-0.00039564323579
0.9971918449,-0.0003977089961
0.99717717458,-0.00039978301447
0.99716244535,-0.00040186532378
0.99714765697,-0.000403955957
0.99713280919,-0.00040605494727
0.99711790179,-0.00040816232781
0.99710293452,-0.00041027813203
0.99708790714,-0.00041240239342
0.9970728194,-0.00041453514564
0.99705767107,-0.00041667642245
0.99704246191,-0.00041882625777
0.99702719167,-0.00042098468565
0.9970118601,-0.00042315174025
0.99699646695,-0.00042532745589
0.99698101199,-0.00042751186701
0.99696549496,-0.0004297050082
0.99694991561,-0.00043190691418
0.99693427369,-0.00043411761981
0.99691856896,-0.00043633716006
0.99690280115,-0.00043856557009
0.99688697002,-0.00044080288514
0.99687107531,-0.00044304914064
0.99685511677,-0.00044530437212
0.99683909413,-0.00044756861528
0.99682300715,-0.00044984190594
0.99680685556,-0.00045212428007
0.99679063911,-0.00045441577378
0.99677435752,-0.00045671642332
0.99675801056,-0.00045902626508
0.99674159794,-0.00046134533561
0.9967251194,-0.00046367367157
0.99670857469,-0.00046601130981
0.99669196353,-0.00046835828728
0.99667528566,-0.00047071464111
0.99665854082,-0.00047308040855
0.99664172872,-0.00047545562702
0.99662484911,-0.00047784033406
0.9966079017,-0.00048023456739
0.99659088623,-0.00048263836484
0.99657380243,-0.00048505176443
0.99655665002,-0.00048747480429
0.99653942873,-0.00048990752274
0.99652213827,-0.00049234995821
0.99650477837,-0.00049480214931
0.99648734875,-0.00049726413479
0.99646984914,-0.00049973595355
0.99645227925,-0.00050221764465
0.99643463879,-0.00050470924731
0.99641692749,-0.00050721080088
0.99639914506,-0.00050972234488
0.99638129121,-0.00051224391899
0.99636336566,-0.00051477556304
0.99634536812,-0.00051731731702
0.99632729831,-0.00051986922106
0.99630915592,-0.00052243131546
0.99629094067,-0.0005250036407
0.99627265227,-0.00052758623738
0.99625429042,-0.00053017914627
0.99623585483,-0.00053278240833
0.9962173452,-0.00053539606464
0.99619876123,-0.00053802015647
0.99618010263,-0.00054065472522
0.99616136909,-0.0005432998125
0.99614256032,-0.00054595546004
0.99612367602,-0.00054862170975
0.99610471587,-0.0005512986037
0.99608567958,-0.00055398618414
0.99606656683,-0.00055668449348
0.99604737733,-0.00055939357427
0.99602811076,-0.00056211346926
0.99600876682,-0.00056484422135
0.99598934519,-0.00056758587362
0.99596984556,-0.0005703384693
0.99595026762,-0.00057310205182
0.99593061105,-0.00057587666475
0.99591087554,-0.00057866235183
0.99589106078,-0.00058145915701
0.99587116643,-0.00058426712436
0.99585119219,-0.00058708629816
0.99583113773,-0.00058991672286
0.99581100273,-0.00059275844305
0.99579078686,-0.00059561150355
0.99577048981,-0.0005984759493
0.99575011124,-0.00060135182546
0.99572965084,-0.00060423917733
0.99570910826,-0.00060713805042
0.99568848318,-0.0006100484904
0.99566777527,-0.00061297054312
0.9956469842,-0.0006159042546
0.99562610962,-0.00061884967107
0.99560515122,-0.00062180683891
0.99558410864,-0.0006247758047
0.99556298156,-0.00062775661519
0.99554176962,-0.00063074931732
0.9955204725,-0.00063375395822
0.99549908985,-0.00063677058518
0.99547762132,-0.00063979924569
0.99545606658,-0.00064283998745
0.99543442527,-0.00064589285829
0.99541269705,-0.00064895790629
0.99539088156,-0.00065203517967
0.99536897846,-0.00065512472685
0.9953469874,-0.00065822659646
0.99532490802,-0.0006613408373
0.99530273997,-0.00066446749836
0.99528048289,-0.00066760662883
0.99525813643,-0.00067075827808
0.99523570022,-0.0006739224957
0.9952131739,-0.00067709933143
0.99519055712,-0.00068028883525
0.99516784951,-0.00068349105731
0.9951450507,-0.00068670604794
0.99512216033,-0.00068993385771
0.99509917803,-0.00069317453735
0.99507610343,-0.00069642813781
0.99505293616,-0.00069969471021
0.99502967586,-0.00070297430591
0.99500632213,-0.00070626697644
0.99498287462,-0.00070957277354
0.99495933294,-0.00071289174915
0.99493569672,-0.00071622395542
0.99491196557,-0.00071956944468
0.99488813911,-0.0007229282695
0.99486421697,-0.00072630048264
0.99484019875,-0.00072968613704
0.99481608408,-0.00073308528587
0.99479187256,-0.00073649798252
0.9947675638,-0.00073992428057
0.99474315742,-0.0007433642338
0.99471865302,-0.00074681789621
0.99469405021,-0.00075028532202
0.9946693486,-0.00075376656565
0.99464454778,-0.00075726168173
0.99461964735,-0.0007607707251
0.99459464693,-0.00076429375083
0.9945695461,-0.00076783081419
0.99454434447,-0.00077138197066
0.99451904163,-0.00077494727595
0.99449363716,-0.00077852678599
0.99446813067,-0.00078212055691
0.99444252175,-0.00078572864506
0.99441680998,-0.00078935110702
0.99439099495,-0.00079298799958
0.99436507624,-0.00079663937977
0.99433905344,-0.00080030530482
0.99431292614,-0.00080398583218
0.9942866939,-0.00080768101955
0.99426035632,-0.00081139092482
0.99423391296,-0.00081511560613
0.9942073634,-0.00081885512184
0.99418070722,-0.00082260953053
0.99415394398,-0.00082637889101
0.99412707326,-0.00083016326232
0.99410009463,-0.00083396270373
0.99407300765,-0.00083777727474
0.99404581189,-0.00084160703507
0.9940185069,-0.0008454520447
0.99399109226,-0.0008493123638
0.99396356752,-0.00085318805281
0.99393593224,-0.00085707917239
0.99390818597,-0.00086098578344
0.99388032827,-0.00086490794709
0.9938523587,-0.0008688457247
0.99382427679,-0.00087279917788
0.99379608211,-0.00087676836849
0.99376777419,-0.0008807533586
0.99373935259,-0.00088475421054
0.99371081685,-0.00088877098687
0.99368216651,-0.00089280375042
0.9936534011,-0.00089685256422
0.99362452017,-0.00090091749157
0.99359552325,-0.00090499859603
0.99356640988,-0.00090909594136
0.99353717959,-0.00091320959161
0.9935078319,-0.00091733961106
0.99347836636,-0.00092148606425
0.99344878247,-0.00092564901594
0.99341907978,-0.00092982853116
0.9933892578,-0.00093402467521
0.99335931606,-0.00093823751362
0.99332925406,-0.00094246711217
0.99329907133,-0.0009467135369
0.99326876739,-0.00095097685411
0.99323834175,-0.00095525713035
0.99320779391,-0.00095955443244
0.9931771234,-0.00096386882744
0.9931463297,-0.00096820038268
0.99311541234,-0.00097254916574
0.99308437081,-0.00097691524447
0.99305320462,-0.00098129868698
0.99302191326,-0.00098569956164
0.99299049624,-0.00099011793709
0.99295895304,-0.00099455388223
0.99292728316,-0.00099900746623
0.99289548609,-0.0010034787585
0.99286356133,-0.0010079678288
0.99283150835,-0.001012474747
0.99279932664,-0.0010169995834
0.9927670157,-0.0010215424086
0.99273457498,-0.0010261032932
0.99270200399,-0.0010306823084
0.99266930219,-0.0010352795254
0.99263646905,-0.0010398950159
0.99260350406,-0.0010445288518
0.99257040667,-0.0010491811051
0.99253717637,-0.0010538518484
0.99250381261,-0.0010585411544
0.99247031485,-0.0010632490959
0.99243668257,-0.0010679757464
0.99240291522,-0.0010727211794
0.99236901226,-0.0010774854686
0.99233497314,-0.0010822686883
0.99230079732,-0.0010870709128
0.99226648425,-0.0010918922168
0.99223203337,-0.0010967326753
0.99219744413,-0.0011015923636
0.99216271599,-0.0011064713571
0.99212784837,-0.0011113697319
0.99209284072,-0.0011162875639
0.99205769248,-0.0011212249296
0.99202240308,-0.0011261819058
0.99198697196,-0.0011311585695
0.99195139854,-0.0011361549979
0.99191568226,-0.0011411712687
0.99187982254,-0.0011462074598
0.9918438188,-0.0011512636494
0.99180767047,-0.001156339916
0.99177137697,-0.0011614363384
0.99173493771,-0.0011665529957
0.99169835211,-0.0011716899673
0.99166161957,-0.001176847333
0.99162473952,-0.0011820251727
0.99158771135,-0.0011872235668
0.99155053448,-0.0011924425959
0.9915132083,-0.001197682341
0.99147573222,-0.0012029428832
0.99143810563,-0.0012082243043
0.99140032793,-0.001213526686
0.99136239852,-0.0012188501106
0.99132431677,-0.0012241946605
0.99128608209,-0.0012295604186
0.99124769385,-0.0012349474679
0.99120915145,-0.001240355892
0.99117045425,-0.0012457857747
0.99113160165,-0.0012512371999
0.99109259301,-0.0012567102522
0.99105342771,-0.0012622050162
0.99101410512,-0.0012677215771
0.99097462461,-0.0012732600202
0.99093498554,-0.0012788204312
0.99089518728,-0.0012844028961
0.99085522918,-0.0012900075013
0.99081511061,-0.0012956343336
0.99077483092,-0.0013012834799
0.99073438947,-0.0013069550275
0.9906937856,-0.0013126490643
0.99065301867,-0.0013183656782
0.99061208801,-0.0013241049575
0.99057099297,-0.0013298669909
0.99052973289,-0.0013356518676
0.99048830711,-0.0013414596768
0.99044671495,-0.0013472905083
0.99040495577,-0.0013531444521
0.99036302887,-0.0013590215987
0.99032093359,-0.0013649220387
0.99027866926,-0.0013708458633
0.99023623519,-0.0013767931638
0.9901936307,-0.0013827640321
0.99015085511,-0.0013887585602
0.99010790773,-0.0013947768408
0.99006478787,-0.0014008189665
0.99002149484,-0.0014068850306
0.98997802794,-0.0014129751266
0.98993438647,-0.0014190893485
0.98989056974,-0.0014252277903
0.98984657704,-0.0014313905468
0.98980240766,-0.001437577713
0.98975806089,-0.001443789384
0.98971353602,-0.0014500256557
0.98966883234,-0.0014562866241
0.98962394913,-0.0014625723855
0.98957888566,-0.0014688830368
0.98953364121,-0.0014752186751
0.98948821506,-0.0014815793979
0.98944260648,-0.0014879653031
0.98939681472,-0.001494376489
0.98935083907,-0.0015008130541
0.98930467877,-0.0015072750975
0.98925833309,-0.0015137627185
0.98921180129,-0.0015202760169
0.98916508261,-0.0015268150928
0.9891181763,-0.0015333800468
0.98907108162,-0.0015399709795
0.9890237978,-0.0015465879925
0.98897632408,-0.0015532311872
0.98892865971,-0.0015599006658
0.98888080391,-0.0015665965306
0.98883275593,-0.0015733188844
0.98878451498,-0.0015800678305
0.98873608029,-0.0015868434724
0.98868745108,-0.001593645914
0.98863862657,-0.0016004752597
0.98858960599,-0.0016073316144
0.98854038853,-0.0016142150831
0.98849097341,-0.0016211257713
0.98844135984,-0.0016280637851
0.98839154702,-0.0016350292307
0.98834153414,-0.0016420222149
0.98829132041,-0.0016490428449
0.98824090502,-0.0016560912281
0.98819028716,-0.0016631674726
0.98813946601,-0.0016702716867
0.98808844076,-0.0016774039791
0.9880372106,-0.001684564459
0.98798577468,-0.0016917532361
0.9879341322,-0.0016989704202
0.98788228232,-0.0017062161219
0.9878302242,-0.0017134904519
0.98777795702,-0.0017207935214
0.98772547993,-0.0017281254422
0.98767279209,-0.0017354863262
0.98761989265,-0.001742876286
0.98756678076,-0.0017502954345
0.98751345557,-0.0017577438851
0.98745991622,-0.0017652217514
0.98740616186,-0.0017727291477
0.98735219161,-0.0017802661886
0.98729800462,-0.0017878329892
0.98724360001,-0.0017954296648
0.98718897691,-0.0018030563315
0.98713413443,-0.0018107131056
0.98707907171,-0.0018184001037
0.98702378785,-0.0018261174433
0.98696828197,-0.0018338652418
0.98691255317,-0.0018416436174
0.98685660056,-0.0018494526886
0.98680042324,-0.0018572925745
0.98674402031,-0.0018651633943
0.98668739086,-0.0018730652679
0.98663053399,-0.0018809983158
0.98657344877,-0.0018889626586
0.9865161343,-0.0018969584175
0.98645858965,-0.0019049857142
0.98640081389,-0.0019130446708
0.9863428061,-0.0019211354099
0.98628456535,-0.0019292580545
0.9862260907,-0.0019374127281
0.98616738122,-0.0019455995546
0.98610843595,-0.0019538186584
0.98604925396,-0.0019620701643
0.98598983428,-0.0019703541978
0.98593017597,-0.0019786708846
0.98587027808,-0.0019870203509
0.98581013962,-0.0019954027236
0.98574975965,-0.0020038181297
0.98568913719,-0.0020122666969
0.98562827126,-0.0020207485535
0.98556716089,-0.0020292638279
0.9855058051,-0.0020378126494
0.9854442029,-0.0020463951475
0.98538235331,-0.0020550114522
0.98532025532,-0.0020636616941
0.98525790794,-0.0020723460042
0.98519531017,-0.002081064514
0.985132461,-0.0020898173555
0.98506935943,-0.0020986046612
0.98500600443,-0.0021074265639
0.984942395,-0.0021162831973
0.98487853011,-0.0021251746953
0.98481440873,-0.0021341011922
0.98475002984,-0.002143062823
0.9846853924,-0.0021520597233
0.98462049537,-0.0021610920288
0.98455533771,-0.0021701598761
0.98448991837,-0.0021792634021
0.98442423631,-0.0021884027443
0.98435829046,-0.0021975780406
0.98429207977,-0.0022067894294
0.98422560317,-0.0022160370498
0.98415885959,-0.0022253210412
0.98409184798,-0.0022346415436
0.98402456723,-0.0022439986976
0.98395701629,-0.0022533926441
0.98388919405,-0.0022628235248
0.98382109944,-0.0022722914816
0.98375273135,-0.0022817966571
0.9836840887,-0.0022913391946
0.98361517037,-0.0023009192375
0.98354597526,-0.0023105369301
0.98347650225,-0.0023201924171
0.98340675024,-0.0023298858436
0.98333671811,-0.0023396173555
0.98326640471,-0.002349387099
0.98319580894,-0.002359195221
0.98312492965,-0.0023690418687
0.9830537657,-0.0023789271901
0.98298231595,-0.0023888513337
0.98291057926,-0.0023988144483
0.98283855446,-0.0024088166836
0.98276624041,-0.0024188581896
0.98269363595,-0.0024289391169
0.98262073989,-0.0024390596167
0.98254755109,-0.0024492198407
0.98247406835,-0.0024594199412
0.9824002905,-0.002469660071
0.98232621635,-0.0024799403835
0.98225184472,-0.0024902610326
0.98217717441,-0.0025006221729
0.98210220421,-0.0025110239593
0.98202693293,-0.0025214665475
0.98195135936,-0.0025319500938
0.98187548228,-0.0025424747548
0.98179930047,-0.0025530406879
0.98172281271,-0.002563648051
0.98164601777,-0.0025742970025
0.98156891442,-0.0025849877016
0.98149150141,-0.0025957203078
0.98141377751,-0.0026064949814
0.98133574146,-0.0026173118831
0.98125739202,-0.0026281711743
0.98117872792,-0.0026390730169
0.9810997479,-0.0026500175734
0.98102045069,-0.0026610050071
0.98094083502,-0.0026720354816
0.98086089961,-0.0026831091611
0.98078064317,-0.0026942262107
0.98070006442,-0.0027053867957
0.98061916205,-0.0027165910824
0.98053793478,-0.0027278392373
0.9804563813,-0.0027391314277
0.98037450029,-0.0027504678215
0.98029229044,-0.0027618485873
0.98020975043,-0.0027732738942
0.98012687893,-0.0027847439117
0.98004367462,-0.0027962588103
0.97996013615,-0.0028078187609
0.97987626219,-0.0028194239351
0.97979205139,-0.0028310745049
0.97970750238,-0.0028427706432
0.97962261383,-0.0028545125233
0.97953738435,-0.0028663003194
0.97945181259,-0.0028781342059
0.97936589717,-0.0028900143583
0.97927963671,-0.0029019409523
0.97919302981,-0.0029139141646
0.9791060751,-0.0029259341722
0.97901877118,-0.002938001153
0.97893111663,-0.0029501152854
0.97884311006,-0.0029622767484
0.97875475005,-0.0029744857218
